GEOID_ZCTA,pvty_pct
63010,8.816014824381616
63012,4.674035219183215
63015,17.34253666954271
63016,10.441116956697694
63019,17.007910656119122
63020,15.197321700314498
63023,20.42509072058061
63025,3.791537518921647
63026,6.172955018596055
63028,8.725815154551762
63041,7.876712328767124
63047,0
63048,11.43011917659805
63049,11.768440494055177
63050,9.508602711157456
63051,10.628668411003465
63052,6.809245581156064
63053,0
63057,51.92307692307693
63069,8.276391019383627
63070,16.908866995073893
63072,19.05918057663126
63087,16.8944099378882
63627,26.002928257686676
63628,10.913512691898465
