GEOID_ZCTA,pvty_pct
63013,6.449803701626472
63014,7.386363636363637
63015,17.342536669542707
63037,5.5423325399523975
63039,5.225225225225225
63041,7.876712328767123
63055,8.346709470304976
63056,12.335054503729202
63060,21.21654501216545
63061,10.650887573964498
63068,7.935469805973402
63069,8.27639101938363
63072,19.059180576631256
63073,0
63077,15.637223687801328
63079,0
63080,14.074957156694733
63084,10.431826631964732
63089,9.471733086190918
63090,7.462754360465117
65441,20.434298440979955
63091,8.409387222946545
